iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
SJC,1990,1,-15.5,2,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1990,1,-2.2,5,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1990,1,-2.5,2,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1990,1,-3.5,4,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,1990,1,-11.0,2,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,1990,1,-1.69230769231,13,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1990,1,-1.5,2,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,1990,1,4.33333333333,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TRI,1990,1,17.0,2,Tri-Cities Regional,Bristol,TN,36.47521417,-82.40742056
TUL,1990,1,11.1666666667,6,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,1990,1,14.3333333333,3,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYS,1990,1,-3.5,2,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
YUM,1990,1,2.0,1,Yuma MCAS-Yuma International,Yuma,AZ,32.65658333,-114.6059722
ATL,1991,1,10.5,16,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1991,1,17.0,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,1991,1,0.5,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,1991,1,-9.0,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,1991,1,7.6,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,1991,1,-10.0,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,1991,1,-2.83333333333,6,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,1991,1,5.5,2,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,1991,1,0.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,1991,1,2.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1991,1,-2.0,3,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1991,1,7.66666666667,3,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,1991,1,8.0,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAE,1991,1,-5.0,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CHO,1991,1,2.0,2,Charlottesville-Albermarle,Charlottesville,VA,38.13863889,-78.45286111
CID,1991,1,18.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,1991,1,4.2,5,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1991,1,-0.692307692308,13,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1991,1,6.66666666667,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,1991,1,-3.0,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,1991,1,3.57142857143,7,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAB,1991,1,10.0,2,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
DAL,1991,1,18.0,1,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1991,1,8.0,3,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1991,1,-8.28571428571,7,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1991,1,13.8888888889,18,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1991,1,5.53846153846,13,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,1991,1,5.2,10,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1991,1,12.5,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,1991,1,2.125,8,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,1991,1,-3.0,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,1991,1,13.0,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FWA,1991,1,-7.0,1,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GRR,1991,1,-3.5,2,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,1991,1,11.0,2,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,1991,1,5.75,4,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAD,1991,1,-9.0,3,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1991,1,17.1428571429,7,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,1991,1,21.0,4,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JFK,1991,1,-14.6666666667,3,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1991,1,58.8571428571,7,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1991,1,7.91666666667,12,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,1991,1,-3.0,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,1991,1,-4.625,8,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,1991,1,-6.25,4,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,1991,1,13.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
LNK,1991,1,11.0,1,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925
MCI,1991,1,14.8333333333,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1991,1,4.0,5,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1991,1,29.1666666667,6,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1991,1,10.0,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,1991,1,27.4,5,Miami International,Miami,FL,25.79325,-80.29055556
MOB,1991,1,81.0,1,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSP,1991,1,5.14285714286,7,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1991,1,20.0,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1991,1,0.0,4,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1991,1,13.5,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,1991,1,19.75,4,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,1991,1,4.25,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1991,1,8.78260869565,23,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,1991,1,-4.5,4,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,1991,1,25.0,5,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1991,1,11.3333333333,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1991,1,20.6666666667,6,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1991,1,4.0,9,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,1991,1,5.72727272727,11,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,1991,1,23.0,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,1991,1,-3.0,1,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,1991,1,7.0,4,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1991,1,2.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,1991,1,12.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,1991,1,10.75,4,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
SAN,1991,1,22.0,3,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1991,1,0.0,1,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,1991,1,-4.0,1,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,1991,1,-4.0,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1991,1,3.0,4,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1991,1,25.1111111111,9,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,1991,1,14.6666666667,6,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1991,1,2.54545454545,11,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1991,1,10.0,1,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1991,1,7.0,2,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,1991,1,35.5454545455,11,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1991,1,109.0,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,1991,1,-6.0,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,1991,1,6.42857142857,7,Tampa International ,Tampa,FL,27.97547222,-82.53325
TYS,1991,1,7.0,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
YUM,1991,1,-13.0,1,Yuma MCAS-Yuma International,Yuma,AZ,32.65658333,-114.6059722
ABQ,1992,1,8.0,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
AGS,1992,1,-5.5,2,Bush ,Augusta,GA,33.369955,-81.96449611
ALB,1992,1,-6.5,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,1992,1,14.2105263158,19,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1992,1,5.33333333333,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,1992,1,2.0,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,1992,1,10.25,4,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,1992,1,18.0,1,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,1992,1,4.83333333333,6,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,1992,1,-1.0,5,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,1992,1,-11.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,1992,1,-8.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,1992,1,8.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1992,1,-2.5,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1992,1,1.71428571429,7,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,1992,1,-13.0,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAK,1992,1,-10.0,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CID,1992,1,0.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,1992,1,4.5,6,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1992,1,-0.375,8,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1992,1,-8.66666666667,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,1992,1,-19.0,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CPR,1992,1,21.0,1,Natrona County Intl,Casper,WY,42.90835556,-106.4644661
CRP,1992,1,-7.0,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CVG,1992,1,2.4,10,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1992,1,-5.83333333333,6,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1992,1,21.0,2,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1992,1,6.85714285714,7,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1992,1,8.33333333333,9,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1992,1,6.60714285714,28,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,1992,1,40.3333333333,3,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,1992,1,0.846153846154,13,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1992,1,-1.33333333333,3,El Paso International,El Paso,TX,31.80666667,-106.3778056
EVV,1992,1,14.0,1,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
EWR,1992,1,19.4166666667,12,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,1992,1,31.6666666667,3,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GRB,1992,1,2.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRR,1992,1,13.0,2,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,1992,1,-1.33333333333,3,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GTF,1992,1,-4.0,1,Great Falls Intl,Great Falls,MT,47.48200194,-111.3706853
HDN,1992,1,12.0,1,Yampa Valley,Hayden,CO,40.48118028,-107.2176597
HOU,1992,1,-5.0,2,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,1992,1,-4.0,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
HSV,1992,1,38.0,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,1992,1,3.75,4,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1992,1,7.6,10,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,1992,1,-19.5,2,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IND,1992,1,7.5,2,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,1992,1,-16.0,1,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAX,1992,1,6.25,4,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,1992,1,55.0,1,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1992,1,2.0,10,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1992,1,5.3125,16,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,1992,1,-7.6,10,LaGuardia,New York,NY,40.77724306,-73.87260917
MAF,1992,1,8.0,1,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,1992,1,-2.5,2,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1992,1,22.1111111111,9,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1992,1,-8.0,1,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1992,1,-0.75,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,1992,1,34.0,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,1992,1,-1.5,6,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1992,1,-8.0,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLI,1992,1,-1.5,2,Quad City,Moline,IL,41.44852639,-90.50753917
MSP,1992,1,-0.5,4,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1992,1,9.33333333333,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1992,1,-8.0,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1992,1,-6.0,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,1992,1,-9.5,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1992,1,8.11538461538,26,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,1992,1,3.5,4,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1992,1,-14.0,1,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1992,1,3.33333333333,9,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1992,1,1.05882352941,17,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,1992,1,2.6875,16,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PVD,1992,1,-1.33333333333,3,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,1992,1,10.0,1,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RDU,1992,1,-1.28571428571,7,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1992,1,-0.333333333333,3,Richmond International,Richmond,VA,37.50516667,-77.31966667
ROC,1992,1,8.0,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,1992,1,3.0,3,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,1992,1,-5.28571428571,7,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1992,1,-5.0,2,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SDF,1992,1,-1.0,1,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1992,1,-6.57142857143,7,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1992,1,8.42857142857,7,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,1992,1,-7.75,4,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1992,1,4.33333333333,3,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1992,1,15.8333333333,6,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1992,1,-0.5,2,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,1992,1,-5.0,1,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,1992,1,2.25,8,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1992,1,-11.0,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,1992,1,13.1666666667,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,1992,1,-9.0,2,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,1992,1,14.0,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
ABQ,1993,1,-5.0,1,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,1993,1,5.5,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,1993,1,11.8095238095,21,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1993,1,11.5,2,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,1993,1,-1.66666666667,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BIS,1993,1,3.0,2,Bismarck Municipal,Bismarck,ND,46.77411111,-100.7467222
BNA,1993,1,-2.8,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,1993,1,48.0,2,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,1993,1,7.88888888889,9,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,1993,1,-6.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1993,1,0.0,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1993,1,16.75,4,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,1993,1,3.5,2,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CLE,1993,1,-1.14285714286,7,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1993,1,0.875,8,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1993,1,-5.66666666667,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,1993,1,-7.5,2,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CRP,1993,1,11.0,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CRW,1993,1,-9.0,1,Yeager,Charleston,WV,38.37315083,-81.59318972
CVG,1993,1,11.3333333333,3,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1993,1,2.5,2,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1993,1,8.66666666667,3,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1993,1,1.8,5,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1993,1,11.875,16,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1993,1,7.08,25,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,1993,1,4.375,16,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1993,1,14.5,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,1993,1,19.5,4,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAR,1993,1,-4.0,1,Hector International,Fargo,ND,46.91934889,-96.81498889
FAY,1993,1,-7.0,1,Fayetteville Municipal,Fayetteville,NC,34.99147222,-78.88
FLL,1993,1,7.5,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FSD,1993,1,29.0,2,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
GEG,1993,1,-5.0,1,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRB,1993,1,1.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRR,1993,1,-0.25,4,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,1993,1,4.0,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GTF,1993,1,9.0,1,Great Falls Intl,Great Falls,MT,47.48200194,-111.3706853
GUC,1993,1,1.0,1,Gunnison County,Gunnison,CO,38.53396333,-106.9331817
HOU,1993,1,-1.4,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,1993,1,-8.0,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
IAD,1993,1,-6.33333333333,3,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1993,1,4.27272727273,11,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,1993,1,1.66666666667,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,1993,1,32.0,1,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAC,1993,1,47.5,2,Jackson Hole,Jackson,WY,43.60732417,-110.7377389
JAX,1993,1,-15.5,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,1993,1,-1.0,7,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1993,1,2.0,3,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1993,1,17.4444444444,9,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,1993,1,19.5,2,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,1993,1,-4.85714285714,7,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,1993,1,-13.0,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,1993,1,2.33333333333,3,Adams ,Little Rock,AR,34.72939611,-92.22424556
LNK,1993,1,28.0,1,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925
MCI,1993,1,0.0,3,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1993,1,12.1428571429,7,Orlando International,Orlando,FL,28.42888889,-81.31602778
MEM,1993,1,4.5,6,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,1993,1,4.33333333333,6,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1993,1,54.5,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLU,1993,1,0.0,1,Monroe Regional,Monroe,LA,32.51086556,-92.03768778
MOB,1993,1,-4.0,1,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSN,1993,1,-14.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,1993,1,1.16666666667,12,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1993,1,-0.5,2,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
